mp_id,full_name,club,mandate_status,district_number,present_votes,total_votes,participation,details_url
374,Krystyna Szumilas,KO,aktywny,29,2519,2586,97.41%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=374
375,Stanisław Szwed,PiS,aktywny,27,2436,2586,94.20%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=375
376,Ewa Szymanowska,Polska2050-TD,aktywny,9,2566,2586,99.23%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=376
377,Tomasz Szymański,KO,aktywny,5,2517,2586,97.33%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=377
378,Szymon Szynkowski vel Sęk,PiS,aktywny,39,2374,2586,91.80%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=378
379,Łukasz Ściebiorowski,KO,aktywny,31,2566,2586,99.23%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=379
380,Agnieszka Ścigaj,PiS,aktywny,13,2277,2586,88.05%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=380
381,Andrzej Śliwka,PiS,aktywny,34,2485,2586,96.09%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=381
382,Paweł Śliz,Polska2050-TD,aktywny,12,2431,2586,94.01%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=382
383,Krzysztof Śmiszek,Lewica,wygasl,3,421,446,94.39%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=383
384,Jacek Świat,PiS,aktywny,3,2526,2586,97.68%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=384
385,Apoloniusz Tajner,KO,aktywny,27,2572,2586,99.46%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=385
386,Krzysztof Tchórzewski,PiS,aktywny,18,2478,2586,95.82%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=386
387,Robert Telus,PiS,aktywny,10,2359,2586,91.22%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=387
388,Ryszard Terlecki,PiS,aktywny,14,2520,2586,97.45%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=388
389,Tadeusz Tomaszewski,Lewica,aktywny,37,2478,2586,95.82%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=389
390,Jacek Tomczak,PSL-TD,aktywny,39,2161,2586,83.57%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=390
391,Wioleta Tomczak,Polska2050-TD,aktywny,26,2580,2586,99.77%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=391
392,Cezary Tomczyk,KO,aktywny,11,2521,2586,97.49%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=392
393,Stanisław Tomczyszyn,PSL-TD,aktywny,8,2585,2586,99.96%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=393
394,Małgorzata Tracz,KO,aktywny,3,2579,2586,99.73%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=394
395,Tomasz Trela,Lewica,aktywny,9,2557,2586,98.88%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=395
396,Krzysztof Truskolaski,KO,aktywny,24,2434,2586,94.12%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=396
397,Krzysztof Tuduj,Konfederacja,aktywny,3,2364,2586,91.42%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=397
398,Sylwester Tułajew,PiS,aktywny,6,2568,2586,99.30%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=398
399,Witold Tumanowicz,Konfederacja,aktywny,7,2475,2586,95.71%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=399
400,Donald Tusk,KO,aktywny,19,995,2586,38.48%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=400
401,Stanisław Tyszka,Konfederacja,wygasl,26,356,446,79.82%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=401
402,Katarzyna Ueberhan,Lewica,aktywny,39,2433,2586,94.08%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=402
403,Jarosław Urbaniak,KO,aktywny,36,2276,2586,88.01%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=403
404,Piotr Uruski,PiS,aktywny,22,2109,2586,81.55%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=404
405,Piotr Uściński,PiS,aktywny,20,2358,2586,91.18%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=405
406,Jarosław Wałęsa,KO,aktywny,25,2526,2586,97.68%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=406
407,Marcin Warchoł,PiS,aktywny,23,2364,2586,91.42%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=407
408,Robert Wardzała,KO,aktywny,15,2428,2586,93.89%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=408
409,Robert Warwas,PiS,aktywny,32,2548,2586,98.53%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=409
410,Jan Warzecha,PiS,aktywny,23,2448,2586,94.66%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=410
411,Małgorzata Wassermann,PiS,aktywny,13,2451,2586,94.78%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=411
412,Michał Wawer,Konfederacja,aktywny,33,2570,2586,99.38%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=412
413,Maciej Wąsik,PiS,wygasl,16,129,146,88.36%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=413
414,Marta Wcisło,KO,wygasl,6,433,446,97.09%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=414
415,Rafał Weber,PiS,aktywny,23,2493,2586,96.40%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=415
416,Marek Wesoły,PiS,aktywny,31,2459,2586,95.09%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=416
417,Joanna Wicha,Lewica,aktywny,20,2442,2586,94.43%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=417
418,Patryk Wicher,PiS,aktywny,14,2483,2586,96.02%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=418
419,Dariusz Wieczorek,Lewica,aktywny,41,2557,2586,98.88%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=419
420,Jarosław Wiesław Wieczorek,PiS,aktywny,29,2539,2586,98.18%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=420
421,Monika Wielichowska,KO,aktywny,2,2486,2586,96.13%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=421
422,Ryszard Wilk,Konfederacja,aktywny,14,1777,2586,68.72%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=422
423,Teresa Wilk,PiS,aktywny,34,2164,2586,83.68%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=423
424,Przemysław Wipler,Konfederacja,aktywny,5,2166,2586,83.76%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=424
425,Aleksandra Karolina Uznańska-Wiśniewska,KO,aktywny,9,2480,2586,95.90%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=425
426,Adrian Witczak,KO,aktywny,10,2567,2586,99.27%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=426
427,Mariusz Witczak,KO,aktywny,36,2582,2586,99.85%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=427
428,Elżbieta Witek,PiS,aktywny,1,2453,2586,94.86%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=428
429,Przemysław Witek,KO,aktywny,28,2405,2586,93.00%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=429
430,Kamil Wnuk,Polska2050-TD,aktywny,32,2402,2586,92.88%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=430
431,Anna Wojciechowska,KO,aktywny,35,2570,2586,99.38%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=431
432,Agnieszka Wojciechowska van Heukelom,PiS,aktywny,9,2375,2586,91.84%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=432
433,Agata Wojtyszek,PiS,aktywny,33,2492,2586,96.37%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=433
434,Bogusław Wołoszański,KO,aktywny,10,1764,2586,68.21%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=434
435,Michał Woś,PiS,aktywny,30,2286,2586,88.40%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=435
436,Grzegorz Woźniak,PiS,aktywny,18,2273,2586,87.90%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=436
437,Tadeusz Woźniak,PiS,aktywny,11,2561,2586,99.03%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=437
438,Michał Wójcik,PiS,aktywny,31,2538,2586,98.14%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=438
439,Maciej Wróbel,KO,aktywny,35,2581,2586,99.81%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=439
440,Bartłomiej Wróblewski,PiS,aktywny,39,2029,2586,78.46%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=440
441,Paweł Zalewski,Polska2050-TD,aktywny,20,1962,2586,75.87%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=441
442,Adrian Zandberg,Razem,aktywny,19,2476,2586,95.75%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=442
443,Andrzej Tomasz Zapałowski,Konfederacja,aktywny,22,2492,2586,96.37%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=443
444,Bartosz Zawieja,KO,aktywny,39,2580,2586,99.77%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=444
445,Marcelina Zawisza,Razem,aktywny,21,2431,2586,94.01%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=445
446,Sławomir Zawiślak,Konfederacja_KP,aktywny,7,2342,2586,90.56%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=446
447,Bogdan Andrzej Zdrojewski,KO,wygasl,3,445,446,99.78%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=447
448,Witold Zembaczyński,KO,aktywny,21,2576,2586,99.61%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=448
449,Piotr Zgorzelski,PSL-TD,aktywny,16,2507,2586,96.95%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=449
450,Zbigniew Ziejewski,PSL-TD,aktywny,34,2180,2586,84.30%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=450
451,Urszula Sara Zielińska,KO,aktywny,19,2394,2586,92.58%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=451
452,Jarosław Zieliński,PiS,aktywny,24,2568,2586,99.30%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=452
453,Tomasz Zieliński,PiS,aktywny,7,2383,2586,92.15%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=453
454,Jolanta Zięba-Gzik,PSL-TD,aktywny,11,2523,2586,97.56%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=454
455,Tomasz Zimoch,niez.,aktywny,3,2547,2586,98.49%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=455
456,Zbigniew Ziobro,PiS,aktywny,23,521,2586,20.15%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=456
457,Wojciech Michał Zubowski,PiS,aktywny,1,2485,2586,96.09%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=457
458,Ireneusz Zyska,PiS,aktywny,2,2533,2586,97.95%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=458
459,Bożena Żelazowska,PSL-TD,aktywny,20,2549,2586,98.57%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=459
460,Anna Maria Żukowska,Lewica,aktywny,19,2500,2586,96.67%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=460
461,Anna Baluch,PiS,aktywny,6,2430,2479,98.02%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=461
462,Magdalena Łośko,KO,aktywny,4,2390,2395,99.79%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=462
463,Monika Pawłowska,PiS,aktywny,7,1847,2342,78.86%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=463
464,Alicja Łuczak,KO,aktywny,36,2250,2256,99.73%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=464
465,Dominik Jaśkowiec,KO,aktywny,13,2226,2233,99.69%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=465
466,Paweł Masełko,KO,aktywny,21,2230,2233,99.87%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=466
467,Katarzyna Stachowicz,KO,aktywny,32,2123,2175,97.61%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=467
468,Lidia Czechak,PiS,aktywny,36,2083,2105,98.95%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=468
469,Barbara Grygorcewicz,KO,aktywny,40,2099,2101,99.90%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=469
470,Bożenna Hołownia,Polska2050-TD,aktywny,19,1735,2105,82.42%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=470
471,Urszula Koszutska,KO,aktywny,31,2099,2105,99.71%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=471
472,Piotr Kowal,Lewica,aktywny,5,2081,2105,98.86%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=472
473,Michał Kowalski,PiS,aktywny,26,1870,2105,88.84%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=473
474,Maria Joanna Koźlakiewicz,KO,aktywny,16,2089,2105,99.24%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=474
475,Katarzyna Królak,KO,aktywny,34,2092,2105,99.38%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=475
476,Wioletta Maria Kulpa,PiS,aktywny,16,2089,2101,99.43%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=476
477,Grzegorz Macko,PiS,aktywny,2,1984,2105,94.25%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=477
478,Jerzy Meysztowicz,KO,aktywny,13,2043,2105,97.05%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=478
479,Krzysztof Mieszkowski,KO,aktywny,3,2097,2105,99.62%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=479
480,Anna Paluch,PiS,aktywny,14,2071,2105,98.38%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=480
481,Krzysztof Piątkowski,KO,aktywny,9,2046,2105,97.20%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=481
482,Mariusz Popielarz,KO,aktywny,18,2098,2105,99.67%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=482
483,Magdalena Roguska,KO,aktywny,19,2076,2105,98.62%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=483
484,Marta Stożek,Razem,aktywny,3,2041,2105,96.96%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=484
485,Krzysztof Szymański,Konfederacja,aktywny,26,2091,2105,99.33%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=485
486,Włodzimierz Tomaszewski,PiS,aktywny,9,2083,2105,98.95%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=486
487,Maciej Tomczykiewicz,KO,aktywny,27,1985,2105,94.30%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=487
488,Jarosław Krajewski,PiS,aktywny,19,2084,2105,99.00%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=488
489,Bożena Lisowska,KO,aktywny,6,2091,2105,99.33%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=489
490,Michał Połuboczek,Konfederacja,aktywny,23,1965,2105,93.35%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=490
491,Aleksandra Kot,KO,aktywny,13,2086,2101,99.29%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=491
492,Rafał Romanowski,PiS,aktywny,16,1923,1969,97.66%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=492
493,Henryk Smolarz,PSL-TD,aktywny,6,1722,1969,87.46%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=493
494,Robert Jagła,KO,aktywny,2,1620,1649,98.24%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=494
495,Michał Jach,PiS,aktywny,41,276,285,96.84%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=495
496,Bogumiła Olbryś,PiS,aktywny,24,278,285,97.54%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=496
497,Tomasz Rzymkowski,niez.,aktywny,11,231,285,81.05%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=497
498,Marek Subocz,PiS,aktywny,40,281,285,98.60%,https://www.sejm.gov.pl/Sejm10.nsf/GlosowaniaPoslaStat.xsp?nrLeg=498
