mp_id,full_name,club,mandate_status,district_number,data,url
128,Paulina Hennig-Kloska,Polska2050-TD,aktywny,37,2024-04-29,https://orka.sejm.gov.pl/rkor10.nsf/0/7866C80FDAA1077EC1258B0E0034C5D1/%24File/RK10.128.02.pdf
129,Krzysztof Hetman,PSL-TD,wygasl,6,,
130,Czesław Hoc,PiS,aktywny,40,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/8A20B42DC49E76C0C1258A9F0040FA20/%24File/RK10.130.01.pdf
131,Zbigniew Hoffmann,PiS,aktywny,37,,
132,Marek Tomasz Hok,KO,aktywny,40,,
133,Szymon Hołownia,Polska2050-TD,aktywny,24,2024-04-12,https://orka.sejm.gov.pl/rkor10.nsf/0/48B6583505095A83C1258AFD0033470B/%24File/RK10.133.01.pdf
134,Marcin Horała,PiS,aktywny,26,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/60D0539D1A49E8E8C1258A9F0040FA2B/%24File/RK10.134.01.pdf
134,Marcin Horała,PiS,aktywny,26,2025-04-24,https://orka.sejm.gov.pl/rkor10.nsf/0/7D6F4B29EA1CCA4CC1258C76003188C6/%24File/RK10.134.02.pdf
135,Łukasz Horbatowski,KO,aktywny,1,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/B6E8ABF4757E1B62C1258A9F0040FA38/%24File/RK10.135.01.pdf
135,Łukasz Horbatowski,KO,aktywny,1,2025-07-23,https://orka.sejm.gov.pl/rkor10.nsf/0/7D175906CEA5A641C1258CD000528F12/%24File/RK10.135.02.pdf
136,Paweł Hreniak,PiS,aktywny,3,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/DFE842E235884534C1258A9F0040FA42/%24File/RK10.136.01.pdf
137,Paweł Jabłoński,PiS,aktywny,30,2025-01-08,https://orka.sejm.gov.pl/rkor10.nsf/0/6ACAF0A57FC97C4FC1258C0C0041DC16/%24File/RK10.137.01.pdf
138,Klaudia Jachira,KO,aktywny,19,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/0806B943F9AAB489C1258A9F0040FA4D/%24File/RK10.138.01.pdf
138,Klaudia Jachira,KO,aktywny,19,2025-10-09,https://orka.sejm.gov.pl/rkor10.nsf/0/CE582A891EA5723FC1258D1E0037012B/%24File/RK10.138.02.pdf
139,Marek Jakubiak,Republikanie,aktywny,19,,
140,Maria Małgorzata Janyska,KO,aktywny,38,,
141,Michał Jaros,KO,aktywny,3,2024-02-13,https://orka.sejm.gov.pl/rkor10.nsf/0/3A9B1C03FECC9915C1258AC200396E91/%24File/RK10.141.01.pdf
142,Patryk Jaskulski,KO,aktywny,41,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/E4838D6DEA40563EC1258A9F0040FA58/%24File/RK10.142.01.pdf
143,Danuta Jazłowiecka,KO,aktywny,21,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/EB5F6E13A1C3F77AC1258A9F0040FA65/%24File/RK10.143.01.pdf
144,Dariusz Joński,KO,wygasl,9,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/7B443DC7EBE38FEAC1258A9F0040FA72/%24File/RK10.144.01.pdf
145,Marcin Józefaciuk,KO,aktywny,9,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/08E4C43BEE5CF03EC1258A9F0040FA7E/%24File/RK10.145.01.pdf
146,Norbert Jakub Kaczmarczyk,PiS,aktywny,15,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/F66085E9426ABA89C1258A9F0040FA89/%24File/RK10.146.01.pdf
146,Norbert Jakub Kaczmarczyk,PiS,aktywny,15,2024-04-09,https://orka.sejm.gov.pl/rkor10.nsf/0/48C1AABAA148D07CC1258AFA00441D9D/%24File/RK10.146.02.pdf
146,Norbert Jakub Kaczmarczyk,PiS,aktywny,15,2024-07-15,https://orka.sejm.gov.pl/rkor10.nsf/0/9820C09FE57C23A9C1258B5B0043D6BB/%24File/RK10.146.03.pdf
146,Norbert Jakub Kaczmarczyk,PiS,aktywny,15,2024-11-07,https://orka.sejm.gov.pl/rkor10.nsf/0/BB6314FB36676116C1258BCE0038E8E7/%24File/RK10.146.04.pdf
146,Norbert Jakub Kaczmarczyk,PiS,aktywny,15,2025-01-24,https://orka.sejm.gov.pl/rkor10.nsf/0/9615CB1E4C3B3B33C1258C1C004FCDE3/%24File/RK10.146.05.pdf
146,Norbert Jakub Kaczmarczyk,PiS,aktywny,15,2025-06-05,https://orka.sejm.gov.pl/rkor10.nsf/0/6059F4B1C2CCA135C1258CA0002A53FE/%24File/RK10.146.06.pdf
147,Filip Kaczyński,PiS,aktywny,12,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/82EBE54E71EB2713C1258A9F0040FA96/%24File/RK10.147.01.pdf
148,Jarosław Kaczyński,PiS,aktywny,33,,
149,Piotr Kaleta,PiS,aktywny,36,,
150,Sebastian Kaleta,PiS,aktywny,19,2024-01-18,https://orka.sejm.gov.pl/rkor10.nsf/0/C706DEA6C8336792C1258AA800341785/%24File/RK10.150.01.pdf
151,Mariusz Kałużny,PiS,aktywny,5,2024-11-22,https://orka.sejm.gov.pl/rkor10.nsf/0/C2BC672DBA60A2BFC1258BDD0046DBAB/%24File/RK10.151.01.pdf
152,Mariusz Kamiński,PiS,wygasl,7,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/1D220CE49FE1584FC1258A9F0040FAA2/%24File/RK10.152.01.pdf
153,Piotr Kandyba,KO,aktywny,20,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/DE801CD369F76B28C1258A9F0040FAB1/%24File/RK10.153.01.pdf
154,Jan Kanthak,PiS,aktywny,6,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/D8FB37987AD4B1CAC1258A9F0040FABF/%24File/RK10.154.01.pdf
155,Fryderyk Sylwester Kapinos,PiS,aktywny,23,,
156,Jacek Karnowski,KO,aktywny,25,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/523BC586BD4407BAC1258A9F0040FACA/%24File/RK10.156.01.pdf
157,Iwona Karolewska,KO,aktywny,4,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/4D686CEBCF41622AC1258A9F0040FAD6/%24File/RK10.157.01.pdf
158,Rafał Kasprzyk,Polska2050-TD,aktywny,33,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/BE06488E558C2105C1258A9F0040FAE2/%24File/RK10.158.01.pdf
159,Henryk Kiepura,PSL-TD,aktywny,28,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/1DF9AACBE0827B38C1258A9F0040FAED/%24File/RK10.159.01.pdf
160,Marcin Kierwiński,KO,wygasl,16,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/F7B2EE983348CF61C1258A9F0040FAF8/%24File/RK10.160.01.pdf
161,Katarzyna Kierzek-Koperska,KO,aktywny,39,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/38289F8B54D795A4C1258A9F0040FB03/%24File/RK10.161.01.pdf
162,Dariusz Klimczak,PSL-TD,aktywny,10,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/46957D2104CEC09DC1258A9F0040FB0E/%24File/RK10.162.01.pdf
162,Dariusz Klimczak,PSL-TD,aktywny,10,2025-05-12,https://orka.sejm.gov.pl/rkor10.nsf/0/5D0483C9B8D9046CC1258C88003860D7/%24File/RK10.162.02.pdf
162,Dariusz Klimczak,PSL-TD,aktywny,10,2025-09-29,https://orka.sejm.gov.pl/rkor10.nsf/0/EB7FA668E07E8893C1258D14003ADD08/%24File/RK10.162.03.pdf
163,Joanna Kluzik-Rostkowska,KO,aktywny,17,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/9B8C5208138CA6D5C1258A9F0040FB19/%24File/RK10.163.01.pdf
164,Agnieszka Maria Kłopotek,PSL-TD,aktywny,4,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/9F5C561842C778C5C1258A9F0040FB23/%24File/RK10.164.01.pdf
165,Łukasz Kmita,PiS,aktywny,12,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/C014778F0C087106C1258A9F0040FB2F/%24File/RK10.165.01.pdf
166,Michał Kobosko,Polska2050-TD,wygasl,19,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/B3D182447A6AC416C1258A9F0040FB3A/%24File/RK10.166.01.pdf
167,Maria Koc,PiS,aktywny,18,,
168,Ewa Kołodziej,KO,aktywny,31,2024-12-06,https://orka.sejm.gov.pl/rkor10.nsf/0/9FFD72630A9647FDC1258BEB00477533/%24File/RK10.168.01.pdf
168,Ewa Kołodziej,KO,aktywny,31,2025-03-24,https://orka.sejm.gov.pl/rkor10.nsf/0/BD14918050A77746C1258C57003237E8/%24File/RK10.168.02.pdf
169,Magdalena Małgorzata Kołodziejczak,KO,aktywny,25,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/5334570FBD13EADCC1258A9F0040FB45/%24File/RK10.169.01.pdf
170,Michał Kołodziejczak,KO,aktywny,37,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/A6DB81834A63D88AC1258A9F0040FB54/%24File/RK10.170.01.pdf
171,Rafał Komarewicz,Polska2050-TD,aktywny,13,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/713FFB3AD40724B4C1258A9F0040FB5F/%24File/RK10.171.01.pdf
172,Maciej Konieczny,Razem,aktywny,31,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/20D1D39D002A365BC1258A9F0040FB6C/%24File/RK10.172.01.pdf
173,Zbigniew Konwiński,KO,aktywny,26,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/BD75F84CAA6D966EC1258A9F0040FB77/%24File/RK10.173.01.pdf
174,Władysław Kosiniak-Kamysz,PSL-TD,aktywny,15,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/2EA5FDDD1698D7ECC1258A9F0040FB83/%24File/RK10.174.01.pdf
174,Władysław Kosiniak-Kamysz,PSL-TD,aktywny,15,2024-05-07,https://orka.sejm.gov.pl/rkor10.nsf/0/DECCE859504AAF26C1258B160037CCCE/%24File/RK10.174.02.pdf
174,Władysław Kosiniak-Kamysz,PSL-TD,aktywny,15,2024-05-27,https://orka.sejm.gov.pl/rkor10.nsf/0/A578CABA61F7B138C1258B2A0031C20C/%24File/RK10.174.03.pdf
174,Władysław Kosiniak-Kamysz,PSL-TD,aktywny,15,2024-07-19,https://orka.sejm.gov.pl/rkor10.nsf/0/C443DBF4C3176CDDC1258B5F00421A98/%24File/RK10.174.04.pdf
174,Władysław Kosiniak-Kamysz,PSL-TD,aktywny,15,2024-10-03,https://orka.sejm.gov.pl/rkor10.nsf/0/96FA7EBC9E805D62C1258BAB00460E9E/%24File/RK10.174.05.pdf
174,Władysław Kosiniak-Kamysz,PSL-TD,aktywny,15,2024-12-13,https://orka.sejm.gov.pl/rkor10.nsf/0/CD1017EA6A71269BC1258BF20040F994/%24File/RK10.174.06.pdf
175,Tomasz Kostuś,KO,aktywny,21,,
176,Andrzej Kosztowniak,PiS,aktywny,17,,
177,Katarzyna Kotula,Lewica,aktywny,25,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/2C8601C3918A5CB6C1258A9F0040FB90/%24File/RK10.177.01.pdf
178,Paweł Kowal,KO,aktywny,23,,
179,Henryk Kowalczyk,PiS,aktywny,18,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/0BEA458EA938DB72C1258A9F0040FB9C/%24File/RK10.179.01.pdf
180,Janusz Kowalski,PiS,aktywny,21,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/C946F48BCC40DA7BC1258A9F0040FBA7/%24File/RK10.180.01.pdf
180,Janusz Kowalski,PiS,aktywny,21,2024-02-29,https://orka.sejm.gov.pl/rkor10.nsf/0/282E07A5D890B180C1258AD20039BF35/%24File/RK10.180.02.pdf
180,Janusz Kowalski,PiS,aktywny,21,2024-05-07,https://orka.sejm.gov.pl/rkor10.nsf/0/A0EBC19F31A8F8C2C1258B160037CCDE/%24File/RK10.180.03.pdf
180,Janusz Kowalski,PiS,aktywny,21,2024-12-16,https://orka.sejm.gov.pl/rkor10.nsf/0/B07E3DB885944BCAC1258BF5003EAA7D/%24File/RK10.180.04.pdf
180,Janusz Kowalski,PiS,aktywny,21,2025-03-18,https://orka.sejm.gov.pl/rkor10.nsf/0/5BC94ADC7946CD43C1258C5100409458/%24File/RK10.180.05.pdf
180,Janusz Kowalski,PiS,aktywny,21,2025-04-24,https://orka.sejm.gov.pl/rkor10.nsf/0/A35F70E9A1945AA0C1258C76003188D6/%24File/RK10.180.06.pdf
180,Janusz Kowalski,PiS,aktywny,21,2025-05-12,https://orka.sejm.gov.pl/rkor10.nsf/0/957947EABCEBEDF1C1258C88003860E3/%24File/RK10.180.07.pdf
181,Bartosz Józef Kownacki,PiS,aktywny,4,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/A065ED21A42C153DC1258A9F0040FBB4/%24File/RK10.181.01.pdf
182,Iwona Maria Kozłowska,KO,aktywny,4,,
183,Stefan Krajewski,PSL-TD,aktywny,24,2024-05-07,https://orka.sejm.gov.pl/rkor10.nsf/0/2271B44025108243C1258B160037CCEA/%24File/RK10.183.01.pdf
184,Wiesław Krajewski,PiS,aktywny,15,,
185,Leonard Krasulski,PiS,aktywny,34,,
186,Iwona Małgorzata Krawczyk,KO,aktywny,1,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/C6FD952AA01B64BFC1258A9F0040FBC0/%24File/RK10.186.01.pdf
186,Iwona Małgorzata Krawczyk,KO,aktywny,1,2025-07-23,https://orka.sejm.gov.pl/rkor10.nsf/0/457AB28EC1C2931DC1258CD000528F23/%24File/RK10.186.02.pdf
187,Michał Krawczyk,KO,aktywny,6,,
188,Robert Kropiwnicki,KO,aktywny,1,,
189,Piotr Król,PiS,aktywny,4,2024-10-10,https://orka.sejm.gov.pl/rkor10.nsf/0/70E9770EFA356558C1258BB20033AEEA/%24File/RK10.189.01.pdf
190,Wojciech Król,KO,aktywny,31,2025-05-05,https://orka.sejm.gov.pl/rkor10.nsf/0/FA48754354599593C1258C8100350D1B/%24File/RK10.190.01.pdf
191,Anna Krupka,PiS,aktywny,33,,
192,Andrzej Kryj,PiS,aktywny,33,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/B5B3780A31B40833C1258A9F0040FBCB/%24File/RK10.192.01.pdf
193,Mariusz Krystian,PiS,aktywny,12,,
194,Marek Krząkała,KO,aktywny,30,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/C5322E8AE9D7B129C1258A9F0040FBD7/%24File/RK10.194.01.pdf
195,Adam Krzemiński,KO,aktywny,16,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/8BE0027875662091C1258A9F0040FBE2/%24File/RK10.195.01.pdf
196,Henryka Krzywonos-Strycharska,KO,aktywny,26,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/3262B28724BE7F52C1258A9F0040FBEF/%24File/RK10.196.01.pdf
196,Henryka Krzywonos-Strycharska,KO,aktywny,26,2024-12-17,https://orka.sejm.gov.pl/rkor10.nsf/0/3F196D73E78F6C8CC1258BF6004D5387/%24File/RK10.196.02.pdf
196,Henryka Krzywonos-Strycharska,KO,aktywny,26,2025-02-18,https://orka.sejm.gov.pl/rkor10.nsf/0/A1E14A0423B862A0C1258C3500433A74/%24File/RK10.196.03.pdf
197,Krzysztof Kubów,PiS,aktywny,1,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/D8DED4713B18BB66C1258A9F0040FBFC/%24File/RK10.197.01.pdf
198,Anita Kucharska-Dziedzic,Lewica,aktywny,8,,
199,Marek Kuchciński,PiS,aktywny,22,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/BD1735D06BBAD1F9C1258A9F0040FC06/%24File/RK10.199.01.pdf
199,Marek Kuchciński,PiS,aktywny,22,2024-09-26,https://orka.sejm.gov.pl/rkor10.nsf/0/CC392071D8AD59F9C1258BA40037DECF/%24File/RK10.199.02.pdf
200,Paweł Kukiz,Republikanie,aktywny,21,,
201,Marcin Kulasek,Lewica,aktywny,35,,
202,Maria Kurowska,PiS,aktywny,22,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/E856C2909926CB3BC1258A9F0040FC16/%24File/RK10.202.01.pdf
203,Władysław Kurowski,PiS,aktywny,12,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/AC58C80522B22C16C1258A9F0040FC21/%24File/RK10.203.01.pdf
204,Zbigniew Krzysztof Kuźmiuk,PiS,aktywny,17,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/553DA31CCC151733C1258A9F0040FC2C/%24File/RK10.204.01.pdf
205,Anna Kwiecień,PiS,aktywny,17,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/253ABD9B636C8F36C1258A9F0040FC3A/%24File/RK10.205.01.pdf
206,Piotr Lachowicz,KO,aktywny,14,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/6EE9E4517F254B7AC1258A9F0040FC47/%24File/RK10.206.01.pdf
207,Stanisław Lamczyk,KO,aktywny,26,,
208,Maciej Lasek,KO,aktywny,20,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/4602C70C014E9F6DC1258A9F0040FC54/%24File/RK10.208.01.pdf
209,Gabriela Lenartowicz,KO,aktywny,30,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/3A7D8AECC62F0F90C1258A9F0040FC62/%24File/RK10.209.01.pdf
210,Ewa Leniart,PiS,aktywny,23,,
211,Aleksandra Leo,Polska2050-TD,aktywny,2,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/2D01A7EBBA64F189C1258A9F0040FC6E/%24File/RK10.211.01.pdf
212,Izabela Leszczyna,KO,aktywny,28,,
213,Joanna Lichocka,PiS,aktywny,11,,
214,Krzysztof Lipiec,PiS,aktywny,33,2024-04-30,https://orka.sejm.gov.pl/rkor10.nsf/0/979387436F7B340AC1258B0F003696CD/%24File/RK10.214.01.pdf
215,Łukasz Litewka,Lewica,aktywny,32,,
216,Grzegorz Lorek,PiS,aktywny,10,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/27DEA45C73813323C1258A9F0040FC79/%24File/RK10.216.01.pdf
217,Radosław Lubczyk,PSL-TD,aktywny,40,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/E51F6A814362CAF1C1258A9F0040FC87/%24File/RK10.217.01.pdf
217,Radosław Lubczyk,PSL-TD,aktywny,40,2024-04-24,https://orka.sejm.gov.pl/rkor10.nsf/0/64D6E3621897FC08C1258B09003A0662/%24File/RK10.217.02.pdf
218,Katarzyna Anna Lubnauer,KO,aktywny,19,,
219,Adam Luboński,Polska2050-TD,aktywny,38,,
220,Artur Jarosław Łącki,KO,aktywny,41,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/57AE4B7C699D6600C1258A9F0040FC92/%24File/RK10.220.01.pdf
221,Alicja Łepkowska-Gołaś,KO,aktywny,24,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/7853ED70E6021D37C1258A9F0040FC9C/%24File/RK10.221.01.pdf
222,Dorota Łoboda,KO,aktywny,19,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/C47719AF460FECE2C1258A9F0040FCAC/%24File/RK10.222.01.pdf
222,Dorota Łoboda,KO,aktywny,19,2024-05-29,https://orka.sejm.gov.pl/rkor10.nsf/0/E3A796B9B5D0E999C1258B2C003261E9/%24File/RK10.222.02.pdf
223,Krystian Łuczak,KO,aktywny,5,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/CBB1F751F65424F9C1258A9F0040FCBA/%24File/RK10.223.01.pdf
223,Krystian Łuczak,KO,aktywny,5,2025-05-12,https://orka.sejm.gov.pl/rkor10.nsf/0/EA4A259CDA689026C1258C88003860F2/%24File/RK10.223.02.pdf
224,Sebastian Łukaszewicz,PiS,aktywny,24,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/166809C0987B5013C1258A9F0040FCC5/%24File/RK10.224.01.pdf
224,Sebastian Łukaszewicz,PiS,aktywny,24,2024-10-14,https://orka.sejm.gov.pl/rkor10.nsf/0/271C396717DEBE85C1258BB600359445/%24File/RK10.224.02.pdf
225,Marzena Anna Machałek,PiS,aktywny,1,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/77213F728DB9863AC1258A9F0040FCD0/%24File/RK10.225.01.pdf
226,Antoni Macierewicz,PiS,aktywny,10,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/10E650B1CA8B20D4C1258A9F0040FCDB/%24File/RK10.226.01.pdf
227,Marlena Magdalena Maląg,PiS,wygasl,36,,
228,Ewa Malik,PiS,aktywny,32,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/0C73AC8714A4ADBCC1258A9F0040FCE6/%24File/RK10.228.01.pdf
229,Mirosław Maliszewski,PSL-TD,aktywny,17,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/E9AD214E25D93CA1C1258A9F0040FCF1/%24File/RK10.229.01.pdf
230,Maciej Małecki,PiS,aktywny,16,,
231,Arkadiusz Marchewka,KO,aktywny,41,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/10302CF0EA46037EC1258A9F0040FCFE/%24File/RK10.231.01.pdf
232,Jagna Marczułajtis-Walczak,KO,wygasl,13,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/49415DA844AF4890C1258A9F0040FD0A/%24File/RK10.232.01.pdf
233,Dorota Marek,KO,aktywny,13,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/CEAD9EB35B23DE42C1258A9F0040FD15/%24File/RK10.233.01.pdf
234,Dariusz Matecki,PiS,aktywny,41,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/61A43E890E125736C1258A9F0040FD38/%24File/RK10.234.01.pdf
234,Dariusz Matecki,PiS,aktywny,41,2025-02-12,https://orka.sejm.gov.pl/rkor10.nsf/0/A142C17BF3B23BB0C1258C2F004E6ED0/%24File/RK10.234.02.pdf
235,Jerzy Materna,PiS,aktywny,8,,
236,Grzegorz Matusiak,PiS,aktywny,30,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/03E120ADE559C716C1258A9F0040FD43/%24File/RK10.236.01.pdf
237,Katarzyna Matusik-Lipiec,KO,aktywny,13,,
238,Marek Matuszewski,PiS,aktywny,11,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/625641397B901B31C1258A9F0040FD4F/%24File/RK10.238.01.pdf
239,Paulina Matysiak,Razem,aktywny,11,2024-10-18,https://orka.sejm.gov.pl/rkor10.nsf/0/414E09743F1DCB8DC1258BBA004AFAF9/%24File/RK10.239.01.pdf
240,Łukasz Mejza,PiS,aktywny,8,,
241,Sławomir Mentzen,Konfederacja,aktywny,19,,
242,Anna Milczanowska,PiS,aktywny,10,,
243,Daniel Milewski,PiS,aktywny,18,2024-12-20,https://orka.sejm.gov.pl/rkor10.nsf/0/285CB85C67E6E414C1258BF9004ED738/%24File/RK10.243.01.pdf
244,Rajmund Miller,KO,wygasl,21,,
245,Aleksander Miszalski,KO,wygasl,13,,
246,Mateusz Morawiecki,PiS,aktywny,31,,
247,Jan Mosiński,PiS,aktywny,36,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/7F031207F90C9E33C1258A9F0040FD5A/%24File/RK10.247.01.pdf
248,Michał Moskal,PiS,aktywny,6,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/EDE614D709DCB8E3C1258A9F0040FD67/%24File/RK10.248.01.pdf
249,Czesław Mroczek,KO,aktywny,18,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/00CF29078EC72B37C1258A9F0040FD71/%24File/RK10.249.01.pdf
250,Aleksander Mikołaj Mrówczyński,PiS,aktywny,26,,
