mp_id,full_name,club,mandate_status,district_number,type,label,url
397,Krzysztof Tuduj,Konfederacja,aktywny,3,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024397/$File/2024ryczalt_397.pdf?OpenElement
398,Sylwester Tułajew,PiS,aktywny,6,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024398/$File/2024ryczalt_398.pdf?OpenElement
399,Witold Tumanowicz,Konfederacja,aktywny,7,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024399/$File/2024ryczalt_399.pdf?OpenElement
400,Donald Tusk,KO,aktywny,19,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024400/$File/2024ryczalt_400.pdf?OpenElement
401,Stanisław Tyszka,Konfederacja,wygasl,26,inne,Rozliczenie za okres sprawowania mandatu,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024401/$File/2024ryczalt_401.pdf?OpenElement
402,Katarzyna Ueberhan,Lewica,aktywny,39,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024402/$File/2024ryczalt_402.pdf?OpenElement
403,Jarosław Urbaniak,KO,aktywny,36,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024403/$File/2024ryczalt_403.pdf?OpenElement
404,Piotr Uruski,PiS,aktywny,22,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024404/$File/2024ryczalt_404.pdf?OpenElement
405,Piotr Uściński,PiS,aktywny,20,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024405/$File/2024ryczalt_405.pdf?OpenElement
406,Jarosław Wałęsa,KO,aktywny,25,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024406/$File/2024ryczalt_406.pdf?OpenElement
407,Marcin Warchoł,PiS,aktywny,23,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024407/$File/2024ryczalt_407.pdf?OpenElement
408,Robert Wardzała,KO,aktywny,15,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024408/$File/2024ryczalt_408.pdf?OpenElement
409,Robert Warwas,PiS,aktywny,32,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024409/$File/2024ryczalt_409.pdf?OpenElement
410,Jan Warzecha,PiS,aktywny,23,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024410/$File/2024ryczalt_410.pdf?OpenElement
411,Małgorzata Wassermann,PiS,aktywny,13,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024411/$File/2024ryczalt_411.pdf?OpenElement
412,Michał Wawer,Konfederacja,aktywny,33,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024412/$File/2024ryczalt_412.pdf?OpenElement
413,Maciej Wąsik,PiS,wygasl,16,inne,Rozliczenie za okres sprawowania mandatu,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2023413/$File/2023ryczalt_413.pdf?OpenElement
414,Marta Wcisło,KO,wygasl,6,inne,Rozliczenie za okres sprawowania mandatu,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024414/$File/2024ryczalt_414.pdf?OpenElement
415,Rafał Weber,PiS,aktywny,23,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024415/$File/2024ryczalt_415.pdf?OpenElement
416,Marek Wesoły,PiS,aktywny,31,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024416/$File/2024ryczalt_416.pdf?OpenElement
417,Joanna Wicha,Lewica,aktywny,20,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024417/$File/2024ryczalt_417.pdf?OpenElement
417,Joanna Wicha,Lewica,aktywny,20,korekta,Korekta za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024417k/$File/2024ryczaltkor_417.pdf?OpenElement
418,Patryk Wicher,PiS,aktywny,14,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024418/$File/2024ryczalt_418.pdf?OpenElement
419,Dariusz Wieczorek,Lewica,aktywny,41,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024419/$File/2024ryczalt_419.pdf?OpenElement
420,Jarosław Wiesław Wieczorek,PiS,aktywny,29,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024420/$File/2024ryczalt_420.pdf?OpenElement
421,Monika Wielichowska,KO,aktywny,2,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024421/$File/2024ryczalt_421.pdf?OpenElement
422,Ryszard Wilk,Konfederacja,aktywny,14,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024422/$File/2024ryczalt_422.pdf?OpenElement
423,Teresa Wilk,PiS,aktywny,34,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024423/$File/2024ryczalt_423.pdf?OpenElement
424,Przemysław Wipler,Konfederacja,aktywny,5,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024424/$File/2024ryczalt_424.pdf?OpenElement
425,Aleksandra Karolina Uznańska-Wiśniewska,KO,aktywny,9,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024425/$File/2024ryczalt_425.pdf?OpenElement
426,Adrian Witczak,KO,aktywny,10,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024426/$File/2024ryczalt_426.pdf?OpenElement
427,Mariusz Witczak,KO,aktywny,36,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024427/$File/2024ryczalt_427.pdf?OpenElement
428,Elżbieta Witek,PiS,aktywny,1,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024428/$File/2024ryczalt_428.pdf?OpenElement
429,Przemysław Witek,KO,aktywny,28,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024429/$File/2024ryczalt_429.pdf?OpenElement
430,Kamil Wnuk,Polska2050-TD,aktywny,32,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024430/$File/2024ryczalt_430.pdf?OpenElement
430,Kamil Wnuk,Polska2050-TD,aktywny,32,korekta,Korekta za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024430k/$File/2024ryczaltkor_430.pdf?OpenElement
431,Anna Wojciechowska,KO,aktywny,35,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024431/$File/2024ryczalt_431.pdf?OpenElement
432,Agnieszka Wojciechowska van Heukelom,PiS,aktywny,9,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024432/$File/2024ryczalt_432.pdf?OpenElement
432,Agnieszka Wojciechowska van Heukelom,PiS,aktywny,9,korekta,Korekta za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024432k/$File/2024ryczaltkor_432.pdf?OpenElement
433,Agata Wojtyszek,PiS,aktywny,33,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024433/$File/2024ryczalt_433.pdf?OpenElement
434,Bogusław Wołoszański,KO,aktywny,10,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024434/$File/2024ryczalt_434.pdf?OpenElement
435,Michał Woś,PiS,aktywny,30,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024435/$File/2024ryczalt_435.pdf?OpenElement
436,Grzegorz Woźniak,PiS,aktywny,18,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024436/$File/2024ryczalt_436.pdf?OpenElement
437,Tadeusz Woźniak,PiS,aktywny,11,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024437/$File/2024ryczalt_437.pdf?OpenElement
438,Michał Wójcik,PiS,aktywny,31,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024438/$File/2024ryczalt_438.pdf?OpenElement
439,Maciej Wróbel,KO,aktywny,35,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024439/$File/2024ryczalt_439.pdf?OpenElement
440,Bartłomiej Wróblewski,PiS,aktywny,39,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024440/$File/2024ryczalt_440.pdf?OpenElement
441,Paweł Zalewski,Polska2050-TD,aktywny,20,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024441/$File/2024ryczalt_441.pdf?OpenElement
442,Adrian Zandberg,Razem,aktywny,19,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024442/$File/2024ryczalt_442.pdf?OpenElement
443,Andrzej Tomasz Zapałowski,Konfederacja,aktywny,22,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024443/$File/2024ryczalt_443.pdf?OpenElement
444,Bartosz Zawieja,KO,aktywny,39,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024444/$File/2024ryczalt_444.pdf?OpenElement
444,Bartosz Zawieja,KO,aktywny,39,korekta,Korekta za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024444k/$File/2024ryczaltkor_444.pdf?OpenElement
445,Marcelina Zawisza,Razem,aktywny,21,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024445/$File/2024ryczalt_445.pdf?OpenElement
446,Sławomir Zawiślak,Konfederacja_KP,aktywny,7,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024446/$File/2024ryczalt_446.pdf?OpenElement
447,Bogdan Andrzej Zdrojewski,KO,wygasl,3,inne,Rozliczenie za okres sprawowania mandatu,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024447/$File/2024ryczalt_447.pdf?OpenElement
448,Witold Zembaczyński,KO,aktywny,21,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024448/$File/2024ryczalt_448.pdf?OpenElement
449,Piotr Zgorzelski,PSL-TD,aktywny,16,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024449/$File/2024ryczalt_449.pdf?OpenElement
450,Zbigniew Ziejewski,PSL-TD,aktywny,34,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024450/$File/2024ryczalt_450.pdf?OpenElement
451,Urszula Sara Zielińska,KO,aktywny,19,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024451/$File/2024ryczalt_451.pdf?OpenElement
452,Jarosław Zieliński,PiS,aktywny,24,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024452/$File/2024ryczalt_452.pdf?OpenElement
453,Tomasz Zieliński,PiS,aktywny,7,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024453/$File/2024ryczalt_453.pdf?OpenElement
454,Jolanta Zięba-Gzik,PSL-TD,aktywny,11,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024454/$File/2024ryczalt_454.pdf?OpenElement
455,Tomasz Zimoch,niez.,aktywny,3,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024455/$File/2024ryczalt_455.pdf?OpenElement
456,Zbigniew Ziobro,PiS,aktywny,23,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024456/$File/2024ryczalt_456.pdf?OpenElement
457,Wojciech Michał Zubowski,PiS,aktywny,1,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024457/$File/2024ryczalt_457.pdf?OpenElement
458,Ireneusz Zyska,PiS,aktywny,2,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024458/$File/2024ryczalt_458.pdf?OpenElement
459,Bożena Żelazowska,PSL-TD,aktywny,20,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024459/$File/2024ryczalt_459.pdf?OpenElement
460,Anna Maria Żukowska,Lewica,aktywny,19,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024460/$File/2024ryczalt_460.pdf?OpenElement
461,Anna Baluch,PiS,aktywny,6,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024461/$File/2024ryczalt_461.pdf?OpenElement
462,Magdalena Łośko,KO,aktywny,4,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024462/$File/2024ryczalt_462.pdf?OpenElement
463,Monika Pawłowska,PiS,aktywny,7,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024463/$File/2024ryczalt_463.pdf?OpenElement
463,Monika Pawłowska,PiS,aktywny,7,korekta,Korekta za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024463k/$File/2024ryczaltkor_463.pdf?OpenElement
464,Alicja Łuczak,KO,aktywny,36,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024464/$File/2024ryczalt_464.pdf?OpenElement
465,Dominik Jaśkowiec,KO,aktywny,13,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024465/$File/2024ryczalt_465.pdf?OpenElement
466,Paweł Masełko,KO,aktywny,21,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024466/$File/2024ryczalt_466.pdf?OpenElement
467,Katarzyna Stachowicz,KO,aktywny,32,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024467/$File/2024ryczalt_467.pdf?OpenElement
468,Lidia Czechak,PiS,aktywny,36,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024468/$File/2024ryczalt_468.pdf?OpenElement
468,Lidia Czechak,PiS,aktywny,36,korekta,Korekta za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024468k/$File/2024ryczaltkor_468.pdf?OpenElement
469,Barbara Grygorcewicz,KO,aktywny,40,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024469/$File/2024ryczalt_469.pdf?OpenElement
470,Bożenna Hołownia,Polska2050-TD,aktywny,19,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024470/$File/2024ryczalt_470.pdf?OpenElement
470,Bożenna Hołownia,Polska2050-TD,aktywny,19,korekta,Korekta za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024470k/$File/2024ryczaltkor_470.pdf?OpenElement
471,Urszula Koszutska,KO,aktywny,31,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024471/$File/2024ryczalt_471.pdf?OpenElement
472,Piotr Kowal,Lewica,aktywny,5,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024472/$File/2024ryczalt_472.pdf?OpenElement
473,Michał Kowalski,PiS,aktywny,26,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024473/$File/2024ryczalt_473.pdf?OpenElement
473,Michał Kowalski,PiS,aktywny,26,korekta,Korekta za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024473k/$File/2024ryczaltkor_473.pdf?OpenElement
474,Maria Joanna Koźlakiewicz,KO,aktywny,16,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024474/$File/2024ryczalt_474.pdf?OpenElement
475,Katarzyna Królak,KO,aktywny,34,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024475/$File/2024ryczalt_475.pdf?OpenElement
475,Katarzyna Królak,KO,aktywny,34,korekta,Korekta za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024475k/$File/2024ryczaltkor_475.pdf?OpenElement
476,Wioletta Maria Kulpa,PiS,aktywny,16,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024476/$File/2024ryczalt_476.pdf?OpenElement
477,Grzegorz Macko,PiS,aktywny,2,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024477/$File/2024ryczalt_477.pdf?OpenElement
478,Jerzy Meysztowicz,KO,aktywny,13,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024478/$File/2024ryczalt_478.pdf?OpenElement
479,Krzysztof Mieszkowski,KO,aktywny,3,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024479/$File/2024ryczalt_479.pdf?OpenElement
480,Anna Paluch,PiS,aktywny,14,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024480/$File/2024ryczalt_480.pdf?OpenElement
481,Krzysztof Piątkowski,KO,aktywny,9,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024481/$File/2024ryczalt_481.pdf?OpenElement
482,Mariusz Popielarz,KO,aktywny,18,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024482/$File/2024ryczalt_482.pdf?OpenElement
483,Magdalena Roguska,KO,aktywny,19,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024483/$File/2024ryczalt_483.pdf?OpenElement
484,Marta Stożek,Razem,aktywny,3,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024484/$File/2024ryczalt_484.pdf?OpenElement
484,Marta Stożek,Razem,aktywny,3,korekta,Korekta za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024484k/$File/2024ryczaltkor_484.pdf?OpenElement
485,Krzysztof Szymański,Konfederacja,aktywny,26,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024485/$File/2024ryczalt_485.pdf?OpenElement
485,Krzysztof Szymański,Konfederacja,aktywny,26,korekta,Korekta za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024485k/$File/2024ryczaltkor_485.pdf?OpenElement
486,Włodzimierz Tomaszewski,PiS,aktywny,9,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024486/$File/2024ryczalt_486.pdf?OpenElement
487,Maciej Tomczykiewicz,KO,aktywny,27,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024487/$File/2024ryczalt_487.pdf?OpenElement
488,Jarosław Krajewski,PiS,aktywny,19,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024488/$File/2024ryczalt_488.pdf?OpenElement
489,Bożena Lisowska,KO,aktywny,6,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024489/$File/2024ryczalt_489.pdf?OpenElement
489,Bożena Lisowska,KO,aktywny,6,korekta,Korekta za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024489k/$File/2024ryczaltkor_489.pdf?OpenElement
490,Michał Połuboczek,Konfederacja,aktywny,23,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024490/$File/2024ryczalt_490.pdf?OpenElement
491,Aleksandra Kot,KO,aktywny,13,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024491/$File/2024ryczalt_491.pdf?OpenElement
492,Rafał Romanowski,PiS,aktywny,16,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024492/$File/2024ryczalt_492.pdf?OpenElement
493,Henryk Smolarz,PSL-TD,aktywny,6,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024493/$File/2024ryczalt_493.pdf?OpenElement
494,Robert Jagła,KO,aktywny,2,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024494/$File/2024ryczalt_494.pdf?OpenElement
