mp_id,full_name,club,mandate_status,district_number,label,count,url
125,Krzysztof Habura,KO,aktywny,11,Wypowiedzi,106,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=125&type=P&symbol=WYPOWIEDZI_POSLA
126,Agnieszka Hanajczyk,KO,aktywny,11,Wypowiedzi,22,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=126&type=P&symbol=WYPOWIEDZI_POSLA
127,Iwona Hartwich,KO,aktywny,5,Wypowiedzi,15,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=127&type=P&symbol=WYPOWIEDZI_POSLA
128,Paulina Hennig-Kloska,Polska2050-TD,aktywny,37,Wypowiedzi łącznie,36,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=128&type=P&symbol=WYPOWIEDZI_POSLA
129,Krzysztof Hetman,PSL-TD,wygasl,6,Wypowiedzi łącznie,9,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=129&type=P&symbol=WYPOWIEDZI_POSLA
130,Czesław Hoc,PiS,aktywny,40,Wypowiedzi łącznie,26,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=130&type=P&symbol=WYPOWIEDZI_POSLA
131,Zbigniew Hoffmann,PiS,aktywny,37,Wypowiedzi,9,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=131&type=P&symbol=WYPOWIEDZI_POSLA
132,Marek Tomasz Hok,KO,aktywny,40,Wypowiedzi,22,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=132&type=P&symbol=WYPOWIEDZI_POSLA
133,Szymon Hołownia,Polska2050-TD,aktywny,24,Wypowiedzi,2,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=133&type=P&symbol=WYPOWIEDZI_POSLA
134,Marcin Horała,PiS,aktywny,26,Wypowiedzi,27,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=134&type=P&symbol=WYPOWIEDZI_POSLA
135,Łukasz Horbatowski,KO,aktywny,1,Wypowiedzi łącznie,12,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=135&type=P&symbol=WYPOWIEDZI_POSLA
136,Paweł Hreniak,PiS,aktywny,3,Wypowiedzi łącznie,2,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=136&type=P&symbol=WYPOWIEDZI_POSLA
137,Paweł Jabłoński,PiS,aktywny,30,Wypowiedzi łącznie,3,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=137&type=P&symbol=WYPOWIEDZI_POSLA
138,Klaudia Jachira,KO,aktywny,19,Wypowiedzi łącznie,1,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=138&type=P&symbol=WYPOWIEDZI_POSLA
139,Marek Jakubiak,Republikanie,aktywny,19,Wypowiedzi,102,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=139&type=P&symbol=WYPOWIEDZI_POSLA
140,Maria Małgorzata Janyska,KO,aktywny,38,Wypowiedzi,43,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=140&type=P&symbol=WYPOWIEDZI_POSLA
141,Michał Jaros,KO,aktywny,3,Wypowiedzi łącznie,35,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=141&type=P&symbol=WYPOWIEDZI_POSLA
142,Patryk Jaskulski,KO,aktywny,41,Wypowiedzi,67,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=142&type=P&symbol=WYPOWIEDZI_POSLA
143,Danuta Jazłowiecka,KO,aktywny,21,Wypowiedzi,14,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=143&type=P&symbol=WYPOWIEDZI_POSLA
144,Dariusz Joński,KO,wygasl,9,Wypowiedzi,11,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=144&type=P&symbol=WYPOWIEDZI_POSLA
145,Marcin Józefaciuk,KO,aktywny,9,Wypowiedzi łącznie,20,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=145&type=P&symbol=WYPOWIEDZI_POSLA
146,Norbert Jakub Kaczmarczyk,PiS,aktywny,15,Wypowiedzi,68,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=146&type=P&symbol=WYPOWIEDZI_POSLA
147,Filip Kaczyński,PiS,aktywny,12,Wypowiedzi,28,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=147&type=P&symbol=WYPOWIEDZI_POSLA
148,Jarosław Kaczyński,PiS,aktywny,33,Wypowiedzi,11,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=148&type=P&symbol=WYPOWIEDZI_POSLA
149,Piotr Kaleta,PiS,aktywny,36,Wypowiedzi,43,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=149&type=P&symbol=WYPOWIEDZI_POSLA
150,Sebastian Kaleta,PiS,aktywny,19,Wypowiedzi,55,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=150&type=P&symbol=WYPOWIEDZI_POSLA
151,Mariusz Kałużny,PiS,aktywny,5,Wypowiedzi,4,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=151&type=P&symbol=WYPOWIEDZI_POSLA
152,Mariusz Kamiński,PiS,wygasl,7,Brak aktywności,,
153,Piotr Kandyba,KO,aktywny,20,Wypowiedzi,67,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=153&type=P&symbol=WYPOWIEDZI_POSLA
154,Jan Kanthak,PiS,aktywny,6,Wypowiedzi,13,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=154&type=P&symbol=WYPOWIEDZI_POSLA
155,Fryderyk Sylwester Kapinos,PiS,aktywny,23,Wypowiedzi łącznie,28,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=155&type=P&symbol=WYPOWIEDZI_POSLA
156,Jacek Karnowski,KO,aktywny,25,Wypowiedzi łącznie,8,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=156&type=P&symbol=WYPOWIEDZI_POSLA
157,Iwona Karolewska,KO,aktywny,4,Wypowiedzi łącznie,1,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=157&type=P&symbol=WYPOWIEDZI_POSLA
158,Rafał Kasprzyk,Polska2050-TD,aktywny,33,Wypowiedzi łącznie,1,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=158&type=P&symbol=WYPOWIEDZI_POSLA
159,Henryk Kiepura,PSL-TD,aktywny,28,Wypowiedzi łącznie,13,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=159&type=P&symbol=WYPOWIEDZI_POSLA
160,Marcin Kierwiński,KO,wygasl,16,Wypowiedzi łącznie,18,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=160&type=P&symbol=WYPOWIEDZI_POSLA
161,Katarzyna Kierzek-Koperska,KO,aktywny,39,Wypowiedzi łącznie,1,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=161&type=P&symbol=WYPOWIEDZI_POSLA
162,Dariusz Klimczak,PSL-TD,aktywny,10,Wypowiedzi łącznie,8,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=162&type=P&symbol=WYPOWIEDZI_POSLA
163,Joanna Kluzik-Rostkowska,KO,aktywny,17,Wypowiedzi,19,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=163&type=P&symbol=WYPOWIEDZI_POSLA
164,Agnieszka Maria Kłopotek,PSL-TD,aktywny,4,Wypowiedzi łącznie,1,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=164&type=P&symbol=WYPOWIEDZI_POSLA
165,Łukasz Kmita,PiS,aktywny,12,Wypowiedzi łącznie,1,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=165&type=P&symbol=WYPOWIEDZI_POSLA
166,Michał Kobosko,Polska2050-TD,wygasl,19,Wypowiedzi,6,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=166&type=P&symbol=WYPOWIEDZI_POSLA
167,Maria Koc,PiS,aktywny,18,Wypowiedzi łącznie,2,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=167&type=P&symbol=WYPOWIEDZI_POSLA
168,Ewa Kołodziej,KO,aktywny,31,Wypowiedzi łącznie,2,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=168&type=P&symbol=WYPOWIEDZI_POSLA
169,Magdalena Małgorzata Kołodziejczak,KO,aktywny,25,Wypowiedzi,96,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=169&type=P&symbol=WYPOWIEDZI_POSLA
170,Michał Kołodziejczak,KO,aktywny,37,Wypowiedzi łącznie,16,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=170&type=P&symbol=WYPOWIEDZI_POSLA
171,Rafał Komarewicz,Polska2050-TD,aktywny,13,Wypowiedzi łącznie,1,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=171&type=P&symbol=WYPOWIEDZI_POSLA
172,Maciej Konieczny,Razem,aktywny,31,Wypowiedzi,72,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=172&type=P&symbol=WYPOWIEDZI_POSLA
173,Zbigniew Konwiński,KO,aktywny,26,Wypowiedzi,26,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=173&type=P&symbol=WYPOWIEDZI_POSLA
174,Władysław Kosiniak-Kamysz,PSL-TD,aktywny,15,Wypowiedzi łącznie,33,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=174&type=P&symbol=WYPOWIEDZI_POSLA
175,Tomasz Kostuś,KO,aktywny,21,Wypowiedzi łącznie,39,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=175&type=P&symbol=WYPOWIEDZI_POSLA
176,Andrzej Kosztowniak,PiS,aktywny,17,Wypowiedzi,13,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=176&type=P&symbol=WYPOWIEDZI_POSLA
177,Katarzyna Kotula,Lewica,aktywny,25,Wypowiedzi łącznie,12,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=177&type=P&symbol=WYPOWIEDZI_POSLA
178,Paweł Kowal,KO,aktywny,23,Wypowiedzi,15,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=178&type=P&symbol=WYPOWIEDZI_POSLA
179,Henryk Kowalczyk,PiS,aktywny,18,Wypowiedzi,33,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=179&type=P&symbol=WYPOWIEDZI_POSLA
180,Janusz Kowalski,PiS,aktywny,21,Wypowiedzi łącznie,2,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=180&type=P&symbol=WYPOWIEDZI_POSLA
181,Bartosz Józef Kownacki,PiS,aktywny,4,Wypowiedzi,14,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=181&type=P&symbol=WYPOWIEDZI_POSLA
182,Iwona Maria Kozłowska,KO,aktywny,4,Wypowiedzi,151,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=182&type=P&symbol=WYPOWIEDZI_POSLA
183,Stefan Krajewski,PSL-TD,aktywny,24,Wypowiedzi łącznie,51,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=183&type=P&symbol=WYPOWIEDZI_POSLA
184,Wiesław Krajewski,PiS,aktywny,15,Wypowiedzi,5,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=184&type=P&symbol=WYPOWIEDZI_POSLA
185,Leonard Krasulski,PiS,aktywny,34,Brak aktywności,,
186,Iwona Małgorzata Krawczyk,KO,aktywny,1,Wypowiedzi,80,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=186&type=P&symbol=WYPOWIEDZI_POSLA
187,Michał Krawczyk,KO,aktywny,6,Wypowiedzi,43,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=187&type=P&symbol=WYPOWIEDZI_POSLA
188,Robert Kropiwnicki,KO,aktywny,1,Wypowiedzi łącznie,39,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=188&type=P&symbol=WYPOWIEDZI_POSLA
189,Piotr Król,PiS,aktywny,4,Wypowiedzi,10,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=189&type=P&symbol=WYPOWIEDZI_POSLA
190,Wojciech Król,KO,aktywny,31,Wypowiedzi łącznie,2,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=190&type=P&symbol=WYPOWIEDZI_POSLA
191,Anna Krupka,PiS,aktywny,33,Wypowiedzi,16,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=191&type=P&symbol=WYPOWIEDZI_POSLA
192,Andrzej Kryj,PiS,aktywny,33,Wypowiedzi,56,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=192&type=P&symbol=WYPOWIEDZI_POSLA
193,Mariusz Krystian,PiS,aktywny,12,Wypowiedzi łącznie,7,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=193&type=P&symbol=WYPOWIEDZI_POSLA
194,Marek Krząkała,KO,aktywny,30,Wypowiedzi,29,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=194&type=P&symbol=WYPOWIEDZI_POSLA
195,Adam Krzemiński,KO,aktywny,16,Wypowiedzi łącznie,2,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=195&type=P&symbol=WYPOWIEDZI_POSLA
196,Henryka Krzywonos-Strycharska,KO,aktywny,26,Wypowiedzi łącznie,1,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=196&type=P&symbol=WYPOWIEDZI_POSLA
197,Krzysztof Kubów,PiS,aktywny,1,Wypowiedzi łącznie,1,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=197&type=P&symbol=WYPOWIEDZI_POSLA
198,Anita Kucharska-Dziedzic,Lewica,aktywny,8,Wypowiedzi,34,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=198&type=P&symbol=WYPOWIEDZI_POSLA
199,Marek Kuchciński,PiS,aktywny,22,Wypowiedzi,1,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=199&type=P&symbol=WYPOWIEDZI_POSLA
200,Paweł Kukiz,Republikanie,aktywny,21,Wypowiedzi,10,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=200&type=P&symbol=WYPOWIEDZI_POSLA
201,Marcin Kulasek,Lewica,aktywny,35,Wypowiedzi,3,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=201&type=P&symbol=WYPOWIEDZI_POSLA
202,Maria Kurowska,PiS,aktywny,22,Wypowiedzi,57,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=202&type=P&symbol=WYPOWIEDZI_POSLA
203,Władysław Kurowski,PiS,aktywny,12,Wypowiedzi łącznie,2,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=203&type=P&symbol=WYPOWIEDZI_POSLA
204,Zbigniew Krzysztof Kuźmiuk,PiS,aktywny,17,Wypowiedzi,138,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=204&type=P&symbol=WYPOWIEDZI_POSLA
205,Anna Kwiecień,PiS,aktywny,17,Wypowiedzi łącznie,5,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=205&type=P&symbol=WYPOWIEDZI_POSLA
206,Piotr Lachowicz,KO,aktywny,14,Wypowiedzi,15,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=206&type=P&symbol=WYPOWIEDZI_POSLA
207,Stanisław Lamczyk,KO,aktywny,26,Wypowiedzi,32,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=207&type=P&symbol=WYPOWIEDZI_POSLA
208,Maciej Lasek,KO,aktywny,20,Wypowiedzi łącznie,23,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=208&type=P&symbol=WYPOWIEDZI_POSLA
209,Gabriela Lenartowicz,KO,aktywny,30,Wypowiedzi łącznie,1,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=209&type=P&symbol=WYPOWIEDZI_POSLA
210,Ewa Leniart,PiS,aktywny,23,Wypowiedzi,144,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=210&type=P&symbol=WYPOWIEDZI_POSLA
211,Aleksandra Leo,Polska2050-TD,aktywny,2,Wypowiedzi,39,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=211&type=P&symbol=WYPOWIEDZI_POSLA
212,Izabela Leszczyna,KO,aktywny,28,Wypowiedzi łącznie,30,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=212&type=P&symbol=WYPOWIEDZI_POSLA
213,Joanna Lichocka,PiS,aktywny,11,Wypowiedzi,33,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=213&type=P&symbol=WYPOWIEDZI_POSLA
214,Krzysztof Lipiec,PiS,aktywny,33,Wypowiedzi łącznie,1,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=214&type=P&symbol=WYPOWIEDZI_POSLA
215,Łukasz Litewka,Lewica,aktywny,32,Wypowiedzi łącznie,10,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=215&type=P&symbol=WYPOWIEDZI_POSLA
216,Grzegorz Lorek,PiS,aktywny,10,Wypowiedzi łącznie,76,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=216&type=P&symbol=WYPOWIEDZI_POSLA
217,Radosław Lubczyk,PSL-TD,aktywny,40,Wypowiedzi,44,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=217&type=P&symbol=WYPOWIEDZI_POSLA
218,Katarzyna Anna Lubnauer,KO,aktywny,19,Wypowiedzi łącznie,17,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=218&type=P&symbol=WYPOWIEDZI_POSLA
219,Adam Luboński,Polska2050-TD,aktywny,38,Wypowiedzi,62,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=219&type=P&symbol=WYPOWIEDZI_POSLA
220,Artur Jarosław Łącki,KO,aktywny,41,Wypowiedzi,179,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=220&type=P&symbol=WYPOWIEDZI_POSLA
221,Alicja Łepkowska-Gołaś,KO,aktywny,24,Wypowiedzi,46,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=221&type=P&symbol=WYPOWIEDZI_POSLA
222,Dorota Łoboda,KO,aktywny,19,Wypowiedzi,25,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=222&type=P&symbol=WYPOWIEDZI_POSLA
223,Krystian Łuczak,KO,aktywny,5,Wypowiedzi,45,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=223&type=P&symbol=WYPOWIEDZI_POSLA
224,Sebastian Łukaszewicz,PiS,aktywny,24,Wypowiedzi,16,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=224&type=P&symbol=WYPOWIEDZI_POSLA
225,Marzena Anna Machałek,PiS,aktywny,1,Wypowiedzi,38,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=225&type=P&symbol=WYPOWIEDZI_POSLA
226,Antoni Macierewicz,PiS,aktywny,10,Wypowiedzi łącznie,1,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=226&type=P&symbol=WYPOWIEDZI_POSLA
227,Marlena Magdalena Maląg,PiS,wygasl,36,Wypowiedzi,11,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=227&type=P&symbol=WYPOWIEDZI_POSLA
228,Ewa Malik,PiS,aktywny,32,Wypowiedzi,7,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=228&type=P&symbol=WYPOWIEDZI_POSLA
229,Mirosław Maliszewski,PSL-TD,aktywny,17,Wypowiedzi,43,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=229&type=P&symbol=WYPOWIEDZI_POSLA
230,Maciej Małecki,PiS,aktywny,16,Wypowiedzi,42,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=230&type=P&symbol=WYPOWIEDZI_POSLA
231,Arkadiusz Marchewka,KO,aktywny,41,Wypowiedzi łącznie,16,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=231&type=P&symbol=WYPOWIEDZI_POSLA
232,Jagna Marczułajtis-Walczak,KO,wygasl,13,Wypowiedzi łącznie,1,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=232&type=P&symbol=WYPOWIEDZI_POSLA
233,Dorota Marek,KO,aktywny,13,Wypowiedzi łącznie,2,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=233&type=P&symbol=WYPOWIEDZI_POSLA
234,Dariusz Matecki,PiS,aktywny,41,Wypowiedzi,191,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=234&type=P&symbol=WYPOWIEDZI_POSLA
235,Jerzy Materna,PiS,aktywny,8,Wypowiedzi łącznie,1,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=235&type=P&symbol=WYPOWIEDZI_POSLA
236,Grzegorz Matusiak,PiS,aktywny,30,Wypowiedzi,8,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=236&type=P&symbol=WYPOWIEDZI_POSLA
237,Katarzyna Matusik-Lipiec,KO,aktywny,13,Wypowiedzi,51,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=237&type=P&symbol=WYPOWIEDZI_POSLA
238,Marek Matuszewski,PiS,aktywny,11,Wypowiedzi,18,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=238&type=P&symbol=WYPOWIEDZI_POSLA
239,Paulina Matysiak,Razem,aktywny,11,Wypowiedzi łącznie,4,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=239&type=P&symbol=WYPOWIEDZI_POSLA
240,Łukasz Mejza,PiS,aktywny,8,Wypowiedzi,10,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=240&type=P&symbol=WYPOWIEDZI_POSLA
241,Sławomir Mentzen,Konfederacja,aktywny,19,Wypowiedzi,41,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=241&type=P&symbol=WYPOWIEDZI_POSLA
242,Anna Milczanowska,PiS,aktywny,10,Wypowiedzi,18,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=242&type=P&symbol=WYPOWIEDZI_POSLA
243,Daniel Milewski,PiS,aktywny,18,Wypowiedzi,5,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=243&type=P&symbol=WYPOWIEDZI_POSLA
244,Rajmund Miller,KO,wygasl,21,Brak aktywności,,
245,Aleksander Miszalski,KO,wygasl,13,Wypowiedzi,5,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=245&type=P&symbol=WYPOWIEDZI_POSLA
246,Mateusz Morawiecki,PiS,aktywny,31,Wypowiedzi łącznie,6,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=246&type=P&symbol=WYPOWIEDZI_POSLA
247,Jan Mosiński,PiS,aktywny,36,Wypowiedzi,39,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=247&type=P&symbol=WYPOWIEDZI_POSLA
248,Michał Moskal,PiS,aktywny,6,Wypowiedzi,14,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=248&type=P&symbol=WYPOWIEDZI_POSLA
